step_slug,language,title,description
green-map-s01,fr-CH,Définir catégories et périmètre,"Convenir du champ du répertoire: réparation, réemploi, vrac, partage, sauvetage alimentaire."
green-map-s01,de-CH,Kategorien und Gebiet definieren,"Den Umfang des Verzeichnisses festlegen: Reparatur, Wiederverwendung, Unverpackt, Teilen, Lebensmittelrettung."
green-map-s02,fr-CH,Rechercher les entrées de manière participative,Répartir le territoire entre bénévoles pour rechercher et vérifier les entrées par téléphone ou visite.
green-map-s02,de-CH,Einträge gemeinschaftlich recherchieren,"Das Gebiet unter Freiwilligen aufteilen, um Einträge telefonisch oder vor Ort zu recherchieren und zu prüfen."
green-map-s03,fr-CH,Construire la carte,Publier les entrées sur une plateforme cartographique ouverte avec catégories et descriptions.
green-map-s03,de-CH,Karte erstellen,Die Einträge mit Kategorien und Beschreibungen auf einer offenen Kartenplattform publizieren.
green-map-s04,fr-CH,Vérifier avec les commerces listés,Contacter chaque commerce pour confirmer les informations et l'accord d'être listé.
green-map-s04,de-CH,Mit den gelisteten Betrieben verifizieren,"Jeden Betrieb kontaktieren, um Angaben und das Einverständnis zur Listung zu bestätigen."
green-map-s05,fr-CH,Concevoir une version imprimable,Créer une carte/flyer d'une page pour bibliothèques et cafés.
green-map-s05,de-CH,Druckversion gestalten,Eine druckbare Ein-Seiten-Karte für Bibliotheken und Cafés erstellen.
green-map-s06,fr-CH,Lancer et maintenir,Promouvoir la carte et instaurer une routine de vérification semestrielle.
green-map-s06,de-CH,Lancieren und pflegen,Die Karte bewerben und eine halbjährliche Prüfroutine einrichten.
play-street-s01,fr-CH,Mobiliser le soutien des riverain·e·s,Faire du porte-à-porte pour récolter des signatures en faveur d'une fermeture temporaire.
play-street-s01,de-CH,Unterstützung der Anwohnenden gewinnen,Von Tür zu Tür gehen und Unterschriften für eine vorübergehende Sperrung sammeln.
play-street-s02,fr-CH,Demander l'autorisation de fermeture,"Suivre la procédure communale d'autorisation, plan de circulation et obligations d'information comprises."
play-street-s02,de-CH,Bewilligung für die Strassensperrung beantragen,Das kommunale Bewilligungsverfahren inklusive Verkehrskonzept und Informationspflichten durchlaufen.
play-street-s03,fr-CH,Planifier activités et sécurité,"Organiser jeux, zones de craie, table commune, ainsi que barrières et personnes de garde aux points de fermeture."
play-street-s03,de-CH,Aktivitäten und Sicherheit planen,"Spiele, Kreidezonen, einen langen Tisch sowie Absperrungen und Ordnungspersonen an den Sperrpunkten organisieren."
play-street-s04,fr-CH,Emprunter le matériel,"Obtenir barrières, signalisation, jeux et mobilier auprès de la commune et des voisin·e·s."
play-street-s04,de-CH,Material ausleihen,"Absperrungen, Signalisation, Spiele und Mobiliar bei Gemeinde und Nachbarschaft ausleihen."
play-street-s05,fr-CH,Informer toute la rue,Distribuer à chaque ménage la date et les possibilités de participer.
play-street-s05,de-CH,Ganze Strasse informieren,Jedem Haushalt Datum und Mitwirkungsmöglichkeiten in den Briefkasten legen.
play-street-s06,fr-CH,Animer la journée,"Gérer installation, personnes de garde, activités et démontage."
play-street-s06,de-CH,Tag durchführen,"Aufbau, Ordnungsdienst, Aktivitäten und Abbau managen."
play-street-s07,fr-CH,Capitaliser sur l'élan,Sonder les participant·e·s sur une édition régulière et partager les résultats avec la commune.
play-street-s07,de-CH,Schwung nutzen,Teilnehmende zu einer regelmässigen Durchführung befragen und die Ergebnisse mit der Gemeinde teilen.
draft-proofing-brigade-s01,fr-CH,Définir le kit de mesures,"Choisir des mesures sûres à fort impact: joints, films réflecteurs, ampoules LED, réglage du thermostat."
draft-proofing-brigade-s01,de-CH,Massnahmen-Set definieren,"Sichere, wirkungsvolle Massnahmen wählen: Dichtungsbänder, Radiatorfolie, LED-Tausch, Thermostat-Beratung."
draft-proofing-brigade-s02,fr-CH,Former la brigade,"Organiser une journée pratique couvrant les mesures, les relevés et les visites respectueuses à domicile."
draft-proofing-brigade-s02,de-CH,Brigade schulen,"Einen praktischen Schulungstag zu Massnahmen, Messungen und respektvollen Hausbesuchen durchführen."
draft-proofing-brigade-s03,fr-CH,Financer le matériel,"Acheter les kits en gros via une petite subvention, un sponsoring ou des contributions à prix coûtant."
draft-proofing-brigade-s03,de-CH,Material finanzieren,"Sets im Grosseinkauf über eine Kleinförderung, Sponsoring oder Selbstkostenbeiträge beschaffen."
draft-proofing-brigade-s04,fr-CH,Recruter les ménages,Prioriser les ménages en précarité énergétique via les organisations sociales et une inscription simple.
draft-proofing-brigade-s04,de-CH,Haushalte gewinnen,Über soziale Organisationen und eine einfache Anmeldung gezielt energiearme Haushalte priorisieren.
draft-proofing-brigade-s05,fr-CH,Fixer le protocole de visite,"Convenir de visites à deux, de formulaires de consentement et de ce que la brigade touche ou non (ni gaz ni électricité)."
draft-proofing-brigade-s05,de-CH,Besuchsprotokoll festlegen,"Zweierbesuche, Einverständnisformulare und die Abgrenzung vereinbaren, was die Brigade anfasst und was nicht (kein Gas, keine Elektroinstallation)."
draft-proofing-brigade-s06,fr-CH,Mener les tournées de visites,Planifier et réaliser les visites à domicile en consignant les mesures installées par logement.
draft-proofing-brigade-s06,de-CH,Besuchsrunden durchführen,Hausbesuche planen und durchführen und die installierten Massnahmen pro Haushalt erfassen.
draft-proofing-brigade-s07,fr-CH,Mesurer et communiquer les économies,Estimer les économies d'énergie et d'argent par ménage et en rendre compte aux financeurs et à la communauté.
draft-proofing-brigade-s07,de-CH,Einsparungen messen und berichten,Energie- und Kosteneinsparungen pro Haushalt schätzen und den Geldgebern und der Community rapportieren.
hard-to-recycle-points-s01,fr-CH,Identifier les filières et les repreneurs,Rechercher quelles filières difficiles disposent réellement d'une voie de recyclage locale et confirmer les repreneurs.
hard-to-recycle-points-s01,de-CH,Materialströme und Abnehmer identifizieren,"Recherchieren, welche schwierigen Ströme tatsächlich lokale Recyclingwege haben, und die Abnehmer bestätigen."
hard-to-recycle-points-s02,fr-CH,Recruter des lieux d'accueil,"Enrôler cafés, magasins et bureaux prêts à héberger des boîtes de collecte étiquetées."
hard-to-recycle-points-s02,de-CH,Gastgeber-Standorte gewinnen,"Cafés, Läden und Büros gewinnen, die beschriftete Sammelboxen aufstellen."
hard-to-recycle-points-s03,fr-CH,Concevoir et placer les boîtes,Créer des boîtes propres et clairement étiquetées avec visuels des objets acceptés.
hard-to-recycle-points-s03,de-CH,Boxen gestalten und platzieren,"Saubere, klar beschriftete Sammelboxen mit Grafiken der akzeptierten Artikel erstellen."
hard-to-recycle-points-s04,fr-CH,Organiser le tournus de vidage,Définir des tournées bénévoles pour vider les boîtes et livrer les matières aux recycleurs chaque mois.
hard-to-recycle-points-s04,de-CH,Leerungsplan organisieren,"Freiwilligen-Touren festlegen, um die Boxen zu leeren und das Material monatlich den Recyclern zu bringen."
hard-to-recycle-points-s05,fr-CH,Faire connaître le réseau,Publier une carte des points et de ce que chacun accepte.
hard-to-recycle-points-s05,de-CH,Netz bekannt machen,"Eine Karte der Standorte publizieren mit Angabe, was wo angenommen wird."
hard-to-recycle-points-s06,fr-CH,Suivre les volumes et étendre,"Consigner les volumes, abandonner les filières mortes, développer les populaires et ajouter des lieux."
hard-to-recycle-points-s06,de-CH,Mengen verfolgen und ausbauen,"Gesammelte Mengen erfassen, tote Ströme streichen, beliebte ausbauen und neue Standorte ergänzen."
battery-awareness-campaign-s01,fr-CH,Recenser les points de collecte officiels,Compiler chaque point de reprise local de piles et d'ampoules sur une carte simple.
battery-awareness-campaign-s01,de-CH,Offizielle Rückgabestellen erfassen,Jede lokale Rückgabestelle für Batterien und Leuchtmittel auf einer einfachen Karte zusammentragen.
battery-awareness-campaign-s02,fr-CH,Créer les supports de campagne,Concevoir affiches et fiche explicative en langage clair: pourquoi et où.
battery-awareness-campaign-s02,de-CH,Kampagnenmaterial erstellen,Plakate und ein Merkblatt in einfacher Sprache gestalten: warum und wohin.
battery-awareness-campaign-s03,fr-CH,Diffuser via les canaux locaux,"Placer les supports dans magasins, écoles et halls d'immeubles; publier dans les groupes de quartier."
battery-awareness-campaign-s03,de-CH,Über lokale Kanäle verbreiten,"Material in Läden, Schulen und Hauseingängen platzieren; in Quartiergruppen posten."
battery-awareness-campaign-s04,fr-CH,Organiser une semaine de collecte,Associer la campagne à une semaine d'amnistie des tiroirs avec un point de collecte visible.
battery-awareness-campaign-s04,de-CH,Sammel-Aktionswoche durchführen,Die Kampagne mit einer einwöchigen Schubladen-Amnestie an einem sichtbaren Sammelpunkt verbinden.
battery-awareness-campaign-s05,fr-CH,Publier les résultats,Communiquer les volumes collectés et faire vivre la carte comme ressource durable.
battery-awareness-campaign-s05,de-CH,Resultate publizieren,Die gesammelten Mengen kommunizieren und die Karte als bleibende Ressource pflegen.
guerrilla-gardening-s01,fr-CH,Repérer les espaces délaissés,"Identifier pieds d'arbres, bandes herbeuses et bacs abandonnés où une plantation serait bienvenue."
guerrilla-gardening-s01,de-CH,Vernachlässigte Flächen auskundschaften,"Baumscheiben, Randstreifen und verlassene Pflanztröge identifizieren, wo Bepflanzung willkommen wäre."
guerrilla-gardening-s02,fr-CH,Vérifier la situation juridique,"Comprendre les règles locales; si possible, obtenir la bénédiction informelle de la commune pour éviter l'arrachage."
guerrilla-gardening-s02,de-CH,Rechtslage prüfen,"Die lokalen Regeln verstehen; wenn möglich das informelle Einverständnis der Gemeinde einholen, damit nichts entfernt wird."
guerrilla-gardening-s03,fr-CH,Choisir des plantes indigènes robustes,"Sélectionner des espèces indigènes non envahissantes et tolérantes à la sécheresse, qui survivent sans entretien."
guerrilla-gardening-s03,de-CH,Robuste einheimische Pflanzen wählen,"Trockenheitstolerante, nicht invasive einheimische Arten wählen, die Vernachlässigung überstehen."
guerrilla-gardening-s04,fr-CH,Fabriquer des bombes à graines ensemble,Organiser un atelier ludique de fabrication comme activité de recrutement.
guerrilla-gardening-s04,de-CH,Gemeinsam Samenbomben herstellen,Einen unterhaltsamen Samenbomben-Workshop als Rekrutierungsaktivität durchführen.
guerrilla-gardening-s05,fr-CH,Planter et adopter les spots,Planter les sites et faire adopter à chaque participant·e un spot pour un arrosage occasionnel.
guerrilla-gardening-s05,de-CH,Bepflanzen und Flächen adoptieren,Die Standorte bepflanzen und jede teilnehmende Person eine Fläche für gelegentliches Giessen übernehmen lassen.
second-hand-market-s01,fr-CH,Obtenir lieu et autorisation,"Réserver une place, une salle ou un tronçon de rue et obtenir l'autorisation de marché."
second-hand-market-s01,de-CH,Ort und Bewilligung sichern,"Einen Platz, Saal oder Strassenabschnitt buchen und die Marktbewilligung einholen."
second-hand-market-s02,fr-CH,Recruter les vendeur·euse·s,Ouvrir les inscriptions de stands avec une petite finance couvrant les frais.
second-hand-market-s02,de-CH,Verkaufende gewinnen,Die Standanmeldung mit einer kleinen kostendeckenden Gebühr öffnen.
second-hand-market-s03,fr-CH,Planifier l'implantation et la logistique,"Cartographier les emplacements, les accès, les stations de tri des déchets et le plan en cas de pluie."
second-hand-market-s03,de-CH,Platzlayout und Logistik planen,"Standplätze, Zugänge, Abfallstationen und einen Schlechtwetterplan kartieren."
second-hand-market-s04,fr-CH,Attirer les acheteur·euse·s,"Communiquer via affiches, réseaux sociaux et presse locale pour assurer la fréquentation."
second-hand-market-s04,de-CH,Käuferschaft anlocken,"Über Plakate, Social Media und Lokalpresse für Publikum sorgen."
second-hand-market-s05,fr-CH,Tenir le jour de marché,"Gérer installation, attribution des stands, visiteurs et démontage."
second-hand-market-s05,de-CH,Markttag durchführen,"Aufbau, Standzuteilung, Besuchende und Abbau managen."
second-hand-market-s06,fr-CH,Gérer les invendus,Proposer un point de don pour que les invendus aillent à une œuvre caritative plutôt qu'à la poubelle.
second-hand-market-s06,de-CH,Unverkauftes weitergeben,"Eine Spendestelle anbieten, damit Unverkauftes an ein Hilfswerk statt zurück nach Hause oder in den Abfall geht."
climate-quiz-night-s01,fr-CH,S'associer à un établissement,Convenir d'un créneau calme avec un bistrot ou un café qui profite de la clientèle.
climate-quiz-night-s01,de-CH,Mit einem Lokal zusammenarbeiten,"Mit einer Beiz oder einem Café einen ruhigen Abend vereinbaren, der vom Publikum profitiert."
climate-quiz-night-s02,fr-CH,Rédiger le quiz,Créer des manches amusantes et surprenantes qui informent sans faire la leçon.
climate-quiz-night-s02,de-CH,Quiz schreiben,"Unterhaltsame, überraschende Runden erstellen, die informieren, ohne zu belehren."
climate-quiz-night-s03,fr-CH,Organiser de petits prix,Obtenir des prix durables offerts par des commerces locaux.
climate-quiz-night-s03,de-CH,Kleine Preise organisieren,Nachhaltige Preise von lokalen Geschäften spenden lassen.
climate-quiz-night-s04,fr-CH,Promouvoir la soirée,Communiquer pour toucher au-delà du public déjà convaincu.
climate-quiz-night-s04,de-CH,Abend bewerben,"So kommunizieren, dass auch Leute ausserhalb der üblichen grünen Szene kommen."
climate-quiz-night-s05,fr-CH,Animer le quiz,"Présenter la soirée, compter les points et présenter des projets locaux entre les manches."
climate-quiz-night-s05,de-CH,Quiz moderieren,"Den Abend moderieren, Runden auswerten und zwischen den Runden lokale Projekte vorstellen."
sustainability-newsletter-s01,fr-CH,Définir la ligne éditoriale,"Fixer le champ: projets locaux, agenda, guides pratiques, interviews."
sustainability-newsletter-s01,de-CH,Redaktionellen Fokus definieren,"Das Themenfeld festlegen: lokale Projekte, Veranstaltungskalender, praktische Anleitungen, Interviews."
sustainability-newsletter-s02,fr-CH,Mettre en place la plateforme de publication,Choisir une plateforme de newsletter/blog et concevoir un gabarit simple.
sustainability-newsletter-s02,de-CH,Publikationsplattform einrichten,Eine Newsletter-/Blog-Plattform wählen und eine einfache Vorlage gestalten.
sustainability-newsletter-s03,fr-CH,Constituer un pool de contributeur·trice·s,Recruter 3 à 5 rédacteur·trice·s/photographes couvrant chacun·e un sujet par numéro.
sustainability-newsletter-s03,de-CH,Pool von Mitwirkenden aufbauen,"3–5 Schreibende/Fotografierende gewinnen, die je einen Beitrag pro Ausgabe übernehmen."
sustainability-newsletter-s04,fr-CH,Publier les premiers numéros,"Écrire, relire et publier les 2 à 3 premiers numéros selon un calendrier fixe."
sustainability-newsletter-s04,de-CH,Erste Ausgaben publizieren,"Die ersten 2–3 Ausgaben nach fixem Zeitplan schreiben, redigieren und veröffentlichen."
sustainability-newsletter-s05,fr-CH,Développer l'audience,Faire des promotions croisées avec les groupes locaux et recueillir les retours des lecteur·trice·s.
sustainability-newsletter-s05,de-CH,Leserschaft ausbauen,Mit lokalen Gruppen gegenseitig werben und Feedback der Lesenden einholen.
swap-board-s01,fr-CH,Choisir le format physique ou numérique,"Décider entre un tableau physique résistant aux intempéries, un groupe de discussion, ou les deux."
swap-board-s01,de-CH,Physisch oder digital entscheiden,"Zwischen wetterfestem physischem Brett, Chatgruppe oder beidem wählen."
swap-board-s02,fr-CH,Obtenir l'autorisation d'emplacement,"Pour un tableau physique, convenir d'un emplacement avec un magasin, une gérance ou la commune."
swap-board-s02,de-CH,Platzierungserlaubnis einholen,"Für ein physisches Brett einen Standort mit Laden, Hausverwaltung oder Gemeinde vereinbaren."
swap-board-s03,fr-CH,Installer le tableau,Construire et fixer le tableau ou configurer le groupe numérique avec catégories et règles claires.
swap-board-s03,de-CH,Brett bauen/einrichten,Das Brett bauen und montieren oder die digitale Gruppe mit klaren Kategorien und Regeln konfigurieren.
swap-board-s04,fr-CH,Amorcer le contenu,Demander à 10 à 15 voisin·e·s de publier de premières offres pour qu'il ne paraisse jamais vide.
swap-board-s04,de-CH,Erste Inhalte einspeisen,"10–15 Nachbarinnen und Nachbarn bitten, erste Angebote zu posten, damit es nie leer wirkt."
swap-board-s05,fr-CH,Modérer et entretenir,Garder le contenu frais et approprié avec un petit rangement mensuel.
swap-board-s05,de-CH,Moderieren und pflegen,Inhalte mit einem kleinen monatlichen Aufräumen aktuell und angemessen halten.
solar-cooperative-s01,fr-CH,Constituer l'équipe fondatrice,"Réunir un noyau couvrant les compétences techniques, juridiques, financières et de communication."
solar-cooperative-s01,de-CH,Gründungsteam bilden,"Ein Kernteam mit technischen, rechtlichen, finanziellen und kommunikativen Kompetenzen zusammenstellen."
solar-cooperative-s02,fr-CH,Choisir le modèle,Trancher entre un achat groupé (rabais de volume pour propriétaires) et une coopérative possédant des installations communes.
solar-cooperative-s02,de-CH,Modell wählen,Zwischen Einkaufsgemeinschaft (Mengenrabatt für Eigenheime) und Genossenschaft mit gemeinsamen Anlagen entscheiden.
solar-cooperative-s03,fr-CH,Comprendre le cadre réglementaire,"Étudier les règles locales sur le raccordement, la rétribution de l'injection et les regroupements pour la consommation propre."
solar-cooperative-s03,de-CH,Regulatorischen Rahmen verstehen,"Lokale Regeln zu Netzanschluss, Einspeisevergütung und Zusammenschluss zum Eigenverbrauch (ZEV) recherchieren."
solar-cooperative-s04,fr-CH,Sonder l'intérêt et le potentiel des toits,Recenser ménages et propriétaires de toits intéressés et pré-évaluer l'aptitude des toitures.
solar-cooperative-s04,de-CH,Interesse und Dachpotenzial erheben,Interessierte Haushalte und Dacheigentümer registrieren und die Dächer vorprüfen.
solar-cooperative-s05,fr-CH,Créer l'entité juridique,"Fonder la coopérative ou l'association avec statuts, comité et compte bancaire."
solar-cooperative-s05,de-CH,Rechtsträger gründen,"Die Genossenschaft oder den Verein mit Statuten, Vorstand und Bankkonto gründen."
solar-cooperative-s06,fr-CH,Lancer l'appel d'offres aux installateurs,Mener un appel d'offres concurrentiel pour un installateur qualifié avec tarif membres.
solar-cooperative-s06,de-CH,Installateure ausschreiben,Eine kompetitive Ausschreibung für einen qualifizierten Installateur mit Mitgliederpreisen durchführen.
solar-cooperative-s07,fr-CH,Organiser le financement,"Structurer parts sociales, financement bancaire ou demandes de subventions pour financer les installations."
solar-cooperative-s07,de-CH,Finanzierung organisieren,"Anteilscheine, Bankfinanzierung oder Fördergesuche strukturieren, um die Anlagen zu finanzieren."
solar-cooperative-s08,fr-CH,Mener la campagne d'adhésion,Tenir des soirées d'information et enrôler les membres avec contrats clairs et rendements attendus.
solar-cooperative-s08,de-CH,Mitgliederkampagne durchführen,Infoabende halten und Mitglieder mit klaren Verträgen und erwarteten Renditen gewinnen.
solar-cooperative-s09,fr-CH,Superviser les installations,"Coordonner évaluations, contrats et qualité d'exécution sur les toits des membres."
solar-cooperative-s09,de-CH,Installationen begleiten,"Standortprüfungen, Verträge und Ausführungsqualität über die Mitgliederdächer hinweg koordinieren."
solar-cooperative-s10,fr-CH,Mettre en place exploitation et reporting,"Établir suivi de production, contrats d'entretien et rapport annuel aux membres."
solar-cooperative-s10,de-CH,Betrieb und Berichterstattung aufsetzen,"Monitoring, Wartungsverträge und die jährliche Mitgliederberichterstattung etablieren."
community-renewable-s01,fr-CH,Construire la relation avec la commune,Gagner le soutien de la commune pour accueillir du solaire citoyen sur un toit public.
community-renewable-s01,de-CH,Beziehung zur Gemeinde aufbauen,"Die Unterstützung der Gemeinde gewinnen, bürgerfinanzierte Solaranlagen auf einem öffentlichen Dach zuzulassen."
community-renewable-s02,fr-CH,Présélectionner et évaluer les toits,"Évaluer techniquement les toits candidats: structure, orientation, raccordement."
community-renewable-s02,de-CH,Dächer vorauswählen und prüfen,"Kandidaten-Dächer technisch auf Statik, Ausrichtung und Netzanschluss prüfen."
community-renewable-s03,fr-CH,Élaborer le plan d'affaires,"Modéliser coûts, production, tarifs et rendements pour les investisseur·euse·s citoyens sur 20 à 25 ans."
community-renewable-s03,de-CH,Businessplan entwickeln,"Kosten, Ertrag, Tarife und Renditen für Bürger-Investierende über 20–25 Jahre modellieren."
community-renewable-s04,fr-CH,Créer le véhicule juridique,Constituer la coopérative/société et les contrats de superficie et d'achat d'électricité avec la commune.
community-renewable-s04,de-CH,Rechtsträger aufsetzen,Genossenschaft/Gesellschaft sowie Dachnutzungs- und Stromabnahmeverträge mit der Gemeinde erstellen.
community-renewable-s05,fr-CH,Lever l'investissement citoyen,Mener une souscription publique avec prospectus clair et processus de souscription.
community-renewable-s05,de-CH,Bürgerkapital einwerben,Eine öffentliche Zeichnungskampagne mit klarem Prospekt und Zeichnungsprozess durchführen.
community-renewable-s06,fr-CH,Acheter et construire,"Adjuger, contractualiser et superviser l'installation jusqu'à la mise en service."
community-renewable-s06,de-CH,Beschaffen und bauen,"Ausschreiben, Verträge abschliessen und die Installation bis zur Inbetriebnahme überwachen."
community-renewable-s07,fr-CH,Inaugurer publiquement,Célébrer publiquement la mise en service pour susciter l'envie du prochain toit.
community-renewable-s07,de-CH,Öffentlich einweihen,"Die Inbetriebnahme öffentlich feiern, um Lust auf das nächste Dach zu machen."
community-renewable-s08,fr-CH,Exploiter et rendre compte,"Assurer suivi, entretien, assurance et rapport annuel aux investisseur·euse·s."
community-renewable-s08,de-CH,Betreiben und berichten,"Monitoring, Wartung, Versicherung und die jährliche Berichterstattung an die Investierenden sicherstellen."
energy-audit-service-s01,fr-CH,Développer la méthodologie,Créer une check-list de visite standardisée et un modèle de rapport avec un·e professionnel·le de l'énergie.
energy-audit-service-s01,de-CH,Check-Methodik entwickeln,Mit einer Energiefachperson eine standardisierte Rundgang-Checkliste und Berichtsvorlage erstellen.
energy-audit-service-s02,fr-CH,Traiter la responsabilité,"Fixer des conditions purement consultatives, des décharges et une assurance pour les bénévoles entrant dans les logements."
energy-audit-service-s02,de-CH,Haftung regeln,"Rein beratende Bedingungen, Haftungsausschlüsse und Versicherung für Freiwillige in fremden Wohnungen festlegen."
energy-audit-service-s03,fr-CH,Former les auditeur·trice·s bénévoles,Dispenser la formation avec des diagnostics d'entraînement supervisés avant les visites autonomes.
energy-audit-service-s03,de-CH,Freiwillige Energieberatende ausbilden,Die Schulung mit begleiteten Übungs-Checks vor den ersten selbständigen Besuchen durchführen.
energy-audit-service-s04,fr-CH,Construire le circuit d'orientation,"S'associer à la commune et aux organisations sociales pour atteindre les ménages, en priorisant la précarité énergétique."
energy-audit-service-s04,de-CH,Vermittlungskanäle aufbauen,Mit Gemeinde und sozialen Organisationen Haushalte erreichen und Energiearmut priorisieren.
energy-audit-service-s05,fr-CH,Planifier et réaliser les diagnostics,"Fixer des visites à deux, réaliser les diagnostics et remettre des recommandations écrites."
energy-audit-service-s05,de-CH,Checks planen und durchführen,"Zweierbesuche terminieren, Checks durchführen und schriftliche Empfehlungen abgeben."
energy-audit-service-s06,fr-CH,Relier au soutien de suite,"Orienter les ménages vers subventions, installateurs et la brigade anti-courants d'air."
energy-audit-service-s06,de-CH,An weiterführende Unterstützung anbinden,"Haushalte mit Förderprogrammen, Installateuren und der Energiespar-Brigade verbinden."
energy-audit-service-s07,fr-CH,Évaluer l'impact,Suivre les mesures mises en œuvre et estimer les économies agrégées.
energy-audit-service-s07,de-CH,Wirkung auswerten,Umgesetzte Massnahmen nachverfolgen und die Gesamteinsparungen schätzen.
rain-garden-s01,fr-CH,Identifier un site imperméabilisé adapté,"Trouver une surface sur-imperméabilisée (coin de cour d'école, bord de parking) où l'infiltration serait utile."
rain-garden-s01,de-CH,Geeignete versiegelte Fläche finden,"Übermässig versiegelte Flächen (Pausenplatz-Ecke, Parkplatzrand) finden, wo Versickerung helfen würde."
rain-garden-s02,fr-CH,Obtenir validation technique et autorisation,"Vérifier l'absence de conduites, l'aptitude à l'infiltration et l'accord communal pour retirer le revêtement."
rain-garden-s02,de-CH,Technische Prüfung und Bewilligung einholen,"Sicherstellen, dass keine Leitungen darunter liegen, die Versickerung geeignet ist und die Gemeinde der Entsiegelung zustimmt."
rain-garden-s03,fr-CH,Concevoir le jardin de pluie,"Dimensionner profondeur de bassin, trop-plein, profil de sol et plantation indigène tolérante à l'eau."
rain-garden-s03,de-CH,Regengarten planen,"Muldentiefe, Überlauf, Bodenaufbau und wassertolerante einheimische Bepflanzung entwerfen."
rain-garden-s04,fr-CH,Financer matériaux et machines,"Budgéter location de machines, terre, gravier et plantes; solliciter une subvention d'infrastructure verte."
rain-garden-s04,de-CH,Material und Maschinen finanzieren,"Maschinenmiete, Erde, Kies und Pflanzen budgetieren; eine Förderung für grüne Infrastruktur beantragen."
rain-garden-s05,fr-CH,Organiser la journée de débitumisation,"Casser et évacuer le revêtement avec les bons outils, l'équipement de sécurité et l'élimination des gravats."
rain-garden-s05,de-CH,Entsiegelungstag organisieren,"Den Belag mit geeignetem Werkzeug, Schutzausrüstung und Bauschutt-Entsorgung aufbrechen und abführen."
rain-garden-s06,fr-CH,Construire et planter le jardin,"Modeler le bassin, amender le sol et planter sur une ou deux journées communautaires."
rain-garden-s06,de-CH,Garten bauen und bepflanzen,"Die Mulde formen, den Boden verbessern und an ein bis zwei Gemeinschaftstagen bepflanzen."
rain-garden-s07,fr-CH,Suivre la performance,Contrôler l'infiltration après les orages et entretenir la plantation la première année.
rain-garden-s07,de-CH,Funktion überwachen,Die Versickerung nach Gewittern prüfen und die Bepflanzung im ersten Jahr pflegen.
green-roof-pilot-s01,fr-CH,Trouver le bâtiment hôte,Convenir avec le propriétaire d'un bâtiment communautaire d'accueillir une installation de démonstration.
green-roof-pilot-s01,de-CH,Gastgeber-Gebäude sichern,Mit dem Eigentümer eines Gemeinschaftsgebäudes eine Demonstrationsanlage vereinbaren.
green-roof-pilot-s02,fr-CH,Commander l'évaluation structurelle,Faire vérifier par un·e ingénieur·e la capacité portante et l'état de l'étanchéité.
green-roof-pilot-s02,de-CH,Statische Prüfung in Auftrag geben,Tragfähigkeit und Zustand der Abdichtung durch eine Ingenieurperson prüfen lassen.
green-roof-pilot-s03,fr-CH,Concevoir le système,"Choisir toiture extensive ou système de façade, palette végétale et approche d'arrosage."
green-roof-pilot-s03,de-CH,System planen,"Extensives Gründach oder Fassadensystem, Pflanzenauswahl und Bewässerungsansatz wählen."
green-roof-pilot-s04,fr-CH,Financer le pilote,"Combiner subventions communales, sponsoring et financement participatif."
green-roof-pilot-s04,de-CH,Pilot finanzieren,"Kommunale Förderungen für grünes Bauen, Sponsoring und Crowdfunding kombinieren."
green-roof-pilot-s05,fr-CH,Obtenir les autorisations,Décrocher le permis de construire et les éventuelles approbations patrimoniales.
green-roof-pilot-s05,de-CH,Bewilligungen einholen,Baubewilligung und allfällige Denkmalpflege-/Fassadengenehmigungen einholen.
green-roof-pilot-s06,fr-CH,Installer avec professionnels et bénévoles,Confier les travaux spécialisés à des pros; impliquer les bénévoles dans la plantation et les finitions.
green-roof-pilot-s06,de-CH,Mit Profis und Freiwilligen installieren,Spezialarbeiten an Fachfirmen vergeben; Freiwillige bei Bepflanzung und Abschlussarbeiten einbinden.
green-roof-pilot-s07,fr-CH,En faire un démonstrateur,Installer suivi et signalétique; organiser des visites pour inspirer la réplication.
green-roof-pilot-s07,de-CH,Als Anschauungsobjekt nutzen,"Monitoring und Beschilderung installieren; Besichtigungen anbieten, um Nachahmung anzuregen."
air-quality-network-s01,fr-CH,Choisir la plateforme de capteurs,Sélectionner un modèle de capteur open hardware éprouvé avec plateforme de données publique.
air-quality-network-s01,de-CH,Sensorplattform wählen,Ein etabliertes Open-Hardware-Sensordesign mit öffentlicher Datenplattform auswählen.
air-quality-network-s02,fr-CH,Financer la flotte de capteurs,Budgéter 15 à 30 capteurs et lever les fonds via micro-subventions ou contributions des hôtes.
air-quality-network-s02,de-CH,Sensorflotte finanzieren,15–30 Sensoren budgetieren und über Kleinstförderungen oder Beiträge der Gastgeber finanzieren.
air-quality-network-s03,fr-CH,Recruter les hôtes de capteurs,"Enrôler ménages/commerces sur une grille représentative, avec électricité et WiFi aux points de pose."
air-quality-network-s03,de-CH,Sensor-Gastgeber gewinnen,"Haushalte/Betriebe über ein repräsentatives Raster gewinnen, mit Strom und WLAN an den Montagepunkten."
air-quality-network-s04,fr-CH,Organiser des ateliers d'assemblage,Assembler et programmer les capteurs ensemble lors d'ateliers de soudure.
air-quality-network-s04,de-CH,Sensor-Bauworkshops durchführen,Die Sensoren in Lötworkshops gemeinsam zusammenbauen und aufsetzen.
